victim_age,police_deployed,latitude,longitude,report_hour,report_day_of_week,report_month,victim_gender_M,victim_gender_X,weapon_used_Explosives,weapon_used_Firearm,weapon_used_Knife,weapon_used_Other,weapon_used_Poison,weapon_used_Unknown,crime_domain_Other Crime,crime_domain_Traffic Fatality,crime_domain_Violent Crime,case_closed_Yes
74,17,12.9767936,77.590082,5.0,2.0,12.0,True,False,False,False,False,False,True,False,True,False,False,False
60,13,26.9154576,75.8189817,,,,True,False,False,False,False,True,False,False,True,False,False,False
18,1,28.6328027,77.2197713,3.0,2.0,12.0,False,False,False,True,False,False,False,False,False,False,True,False
23,5,22.7203616,75.8681996,13.0,0.0,11.0,False,False,False,False,False,False,False,True,True,False,False,False
19,6,28.4031478,77.3105561,12.0,2.0,12.0,True,False,False,False,True,False,False,False,True,False,False,True
28,15,26.8381,80.9346001,,,,False,False,True,False,False,False,False,False,True,False,False,False
68,5,17.360589,78.4740613,,,,False,False,False,False,False,False,True,False,False,False,False,True
25,14,12.9767936,77.590082,7.0,2.0,12.0,True,False,False,True,False,False,False,False,False,False,True,False
40,12,18.5213738,73.8545071,22.0,0.0,11.0,False,False,False,False,False,True,False,False,False,False,True,True
28,8,13.0836939,80.270186,4.0,2.0,12.0,False,False,False,False,False,False,False,True,False,False,True,False
35,5,18.5213738,73.8545071,4.0,2.0,12.0,False,False,False,False,False,False,False,True,False,False,True,False
62,16,28.7749966,77.4586967,,,,True,False,False,False,False,False,True,False,False,False,True,True
11,8,22.5726459,88.3638953,11.0,2.0,12.0,False,False,False,True,False,False,False,False,True,False,False,False
73,1,28.6328027,77.2197713,,,,True,False,False,False,True,False,False,False,True,False,False,False
33,15,17.360589,78.4740613,16.0,2.0,12.0,False,False,True,False,False,False,False,False,True,False,False,False
77,8,17.360589,78.4740613,,,,False,False,False,False,True,False,False,False,True,False,False,False
35,1,20.0112475,73.7902364,,,,False,False,True,False,False,False,False,False,False,False,True,False
76,2,28.6328027,77.2197713,,,,True,False,False,True,False,False,False,False,True,False,False,False
15,12,21.1498134,79.0820556,,,,False,False,False,False,False,False,False,True,False,False,True,False
58,3,19.054999,72.8692035,,,,True,False,False,False,False,False,False,True,True,False,False,True
57,17,26.9154576,75.8189817,,,,False,False,False,False,False,False,False,True,True,False,False,False
68,14,21.2094892,72.8317058,19.0,2.0,12.0,False,False,False,True,False,False,False,False,True,False,False,False
30,3,26.8381,80.9346001,,,,True,False,False,False,False,False,False,False,False,False,True,False
77,1,17.6935526,83.2921297,,,,True,False,False,False,True,False,False,False,False,False,False,True
10,12,19.054999,72.8692035,,,,False,False,True,False,False,False,False,False,True,False,False,False
25,3,13.0836939,80.270186,,,,False,False,False,False,False,False,False,True,True,False,False,False
25,11,19.1943294,72.9701779,,,,False,False,False,False,True,False,False,False,False,False,True,False
23,17,12.9767936,77.590082,,,,False,False,False,False,False,False,True,False,False,False,True,True
23,16,26.4609135,80.3217588,12.0,2.0,12.0,True,False,False,False,False,True,False,False,False,False,True,False
48,4,25.3356491,83.0076292,,,,False,False,False,False,False,False,False,False,False,False,True,True
70,19,19.3428238,72.805441,,,,False,False,False,False,False,True,False,False,True,False,False,True
50,16,18.5213738,73.8545071,17.0,2.0,12.0,True,False,False,False,False,False,True,False,False,False,True,False
15,4,25.6093239,85.1235252,,,,False,False,False,False,False,True,False,False,True,False,False,True
72,14,18.5213738,73.8545071,,,,False,False,False,True,False,False,False,False,True,False,False,False
70,12,28.6328027,77.2197713,,,,False,False,False,False,False,False,False,True,True,False,False,False
22,18,28.7749966,77.4586967,,,,True,False,False,False,False,True,False,False,True,False,False,False
48,2,28.6328027,77.2197713,17.0,2.0,12.0,False,False,False,False,False,False,True,False,True,False,False,True
24,10,19.054999,72.8692035,,,,True,False,False,False,False,False,False,False,True,False,False,False
11,11,21.2094892,72.8317058,,,,False,False,False,False,False,True,False,False,False,False,False,False
78,17,18.5213738,73.8545071,22.0,2.0,12.0,False,False,False,False,False,False,False,True,False,False,True,False
54,15,27.1752554,78.0098161,,,,False,False,False,False,True,False,False,False,True,False,False,True
49,13,23.0215374,72.5800568,,,,False,False,False,False,False,False,True,False,False,False,True,True
19,2,22.5726459,88.3638953,,,,True,False,False,False,False,True,False,False,True,False,False,False
51,16,23.0215374,72.5800568,,,,False,False,False,False,False,False,True,False,True,False,False,True
49,19,17.360589,78.4740613,23.0,2.0,12.0,False,False,False,False,True,False,False,False,False,True,False,True
64,14,28.6328027,77.2197713,,,,False,False,True,False,False,False,False,False,True,False,False,True
52,10,13.0836939,80.270186,,,,False,False,False,False,False,True,False,False,False,False,True,False
75,18,18.5213738,73.8545071,,,,False,False,False,False,True,False,False,False,True,False,False,True
23,9,28.4031478,77.3105561,,,,False,False,False,False,True,False,False,False,True,False,False,True
32,1,12.9767936,77.590082,,,,True,False,True,False,False,False,False,False,False,False,True,True
22,15,22.5726459,88.3638953,,,,False,False,False,True,False,False,False,False,True,False,False,True
56,2,12.9767936,77.590082,,,,True,False,False,False,True,False,False,False,True,False,False,False
63,6,26.9154576,75.8189817,,,,False,False,False,True,False,False,False,False,True,False,False,False
64,7,23.2584857,77.401989,,,,True,False,False,False,False,False,True,False,False,False,True,True
54,15,19.054999,72.8692035,,,,False,False,False,False,False,False,True,False,False,False,True,True
22,5,20.0112475,73.7902364,,,,True,False,False,False,True,False,False,False,False,False,False,True
61,16,25.6093239,85.1235252,,,,False,False,False,False,False,False,False,False,True,False,False,True
40,19,17.360589,78.4740613,,,,True,False,True,False,False,False,False,False,False,False,True,True
20,1,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,False,True,False,False,True
45,4,21.1498134,79.0820556,,,,False,False,False,False,False,False,False,False,False,False,True,False
33,9,13.0836939,80.270186,,,,False,False,True,False,False,False,False,False,False,False,True,True
36,7,22.7203616,75.8681996,,,,True,False,True,False,False,False,False,False,True,False,False,True
23,13,12.9767936,77.590082,,,,True,False,False,False,False,False,False,False,False,False,True,False
59,15,19.1943294,72.9701779,,,,True,False,False,False,False,False,True,False,False,False,True,True
59,13,21.2094892,72.8317058,,,,True,False,False,False,False,False,False,False,True,False,False,False
34,14,28.7749966,77.4586967,,,,False,False,True,False,False,False,False,False,False,False,False,True
19,7,30.9090157,75.851601,,,,False,False,False,True,False,False,False,False,True,False,False,False
46,17,21.1498134,79.0820556,,,,False,False,False,False,False,False,False,True,True,False,False,True
27,3,27.1752554,78.0098161,,,,True,False,False,False,False,True,False,False,True,False,False,True
36,18,26.4609135,80.3217588,,,,False,False,False,False,False,False,False,True,False,False,False,True
31,11,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,False,False,True,False
44,18,13.0836939,80.270186,,,,True,False,False,False,False,False,False,True,True,False,False,True
31,2,28.6328027,77.2197713,,,,False,False,False,False,False,False,False,True,True,False,False,True
15,7,28.6328027,77.2197713,,,,False,False,False,False,False,False,False,True,False,False,True,True
73,1,17.360589,78.4740613,,,,False,False,False,False,False,True,False,False,False,False,True,True
74,8,19.1943294,72.9701779,,,,False,False,False,False,False,False,True,False,True,False,False,True
56,8,19.054999,72.8692035,,,,False,False,False,False,False,True,False,False,False,False,True,False
50,2,28.7749966,77.4586967,,,,True,False,False,False,False,False,True,False,True,False,False,False
29,11,22.3053263,70.8028377,,,,True,False,True,False,False,False,False,False,True,False,False,True
16,5,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,True,True,False,False,False
67,4,18.5213738,73.8545071,,,,True,False,False,False,True,False,False,False,True,False,False,False
58,8,21.1498134,79.0820556,,,,False,False,False,False,True,False,False,False,True,False,False,True
17,6,23.0215374,72.5800568,,,,True,False,False,False,False,True,False,False,False,False,False,True
55,13,26.4609135,80.3217588,,,,True,False,False,False,False,False,False,False,True,False,False,False
78,14,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,False,True,False,False,True
23,14,28.4031478,77.3105561,,,,False,False,False,True,False,False,False,False,True,False,False,True
59,10,19.1943294,72.9701779,,,,True,False,False,True,False,False,False,False,False,False,True,True
63,12,21.2094892,72.8317058,,,,False,False,False,True,False,False,False,False,True,False,False,False
17,2,19.054999,72.8692035,,,,True,False,False,False,False,False,False,False,False,False,False,False
54,4,26.9154576,75.8189817,,,,True,False,False,False,True,False,False,False,True,False,False,False
42,15,12.9767936,77.590082,,,,True,False,False,False,False,False,False,True,True,False,False,False
40,8,19.054999,72.8692035,,,,False,False,False,False,False,False,False,True,False,False,True,True
10,14,13.0836939,80.270186,,,,False,False,False,False,False,False,True,False,True,False,False,True
37,6,26.8381,80.9346001,,,,False,False,False,False,False,False,True,False,True,False,False,True
16,17,28.6328027,77.2197713,,,,True,False,False,False,False,True,False,False,True,False,False,True
10,5,26.9154576,75.8189817,,,,False,False,False,False,False,True,False,False,False,False,False,False
69,7,17.360589,78.4740613,,,,True,False,False,False,False,True,False,False,False,False,True,False
20,11,19.1943294,72.9701779,,,,False,False,False,True,False,False,False,False,False,True,False,False
27,19,19.054999,72.8692035,,,,False,False,False,False,False,False,True,False,False,False,False,False
65,6,23.0215374,72.5800568,,,,True,False,False,False,False,True,False,False,False,False,False,True
59,11,21.1498134,79.0820556,,,,False,False,False,False,False,False,False,True,True,False,False,True
54,15,26.8381,80.9346001,,,,True,False,False,False,True,False,False,False,False,False,True,True
22,3,12.9767936,77.590082,,,,True,False,False,False,False,True,False,False,True,False,False,True
23,18,23.0215374,72.5800568,,,,True,False,False,False,False,False,False,True,True,False,False,True
46,11,28.4031478,77.3105561,,,,False,False,False,False,False,True,False,False,False,False,True,False
69,9,25.6093239,85.1235252,,,,False,False,False,False,False,False,False,True,False,False,True,True
78,4,22.5726459,88.3638953,,,,True,False,False,False,False,False,True,False,False,False,True,True
16,9,21.1498134,79.0820556,,,,False,False,False,False,True,False,False,False,True,False,False,True
61,10,21.1498134,79.0820556,,,,False,False,True,False,False,False,False,False,True,False,False,False
64,9,22.5726459,88.3638953,,,,False,False,True,False,False,False,False,False,True,False,False,True
65,12,26.8381,80.9346001,,,,True,False,False,False,True,False,False,False,False,False,True,True
40,6,26.8381,80.9346001,,,,True,False,False,False,False,True,False,False,True,False,False,False
16,3,27.1752554,78.0098161,,,,False,False,False,False,False,False,False,False,True,False,False,False
26,1,22.3053263,70.8028377,,,,False,False,False,True,False,False,False,False,True,False,False,True
49,4,30.9090157,75.851601,,,,False,False,False,False,False,False,False,True,True,False,False,True
76,9,22.3053263,70.8028377,,,,True,False,False,False,False,False,False,False,False,False,False,True
50,3,23.2584857,77.401989,,,,False,False,False,False,False,False,True,False,False,False,True,True
47,17,26.4609135,80.3217588,,,,False,False,False,False,True,False,False,False,False,False,True,True
55,9,26.9154576,75.8189817,,,,True,False,False,False,False,True,False,False,False,True,False,True
10,4,27.1752554,78.0098161,,,,False,False,True,False,False,False,False,False,True,False,False,True
38,1,19.054999,72.8692035,,,,True,False,False,True,False,False,False,False,False,False,True,True
55,9,25.6093239,85.1235252,,,,False,False,False,False,False,False,True,False,True,False,False,True
36,13,23.0215374,72.5800568,,,,False,False,False,False,True,False,False,False,False,True,False,False
30,18,28.6328027,77.2197713,,,,False,False,False,False,False,False,False,True,True,False,False,True
74,11,28.6328027,77.2197713,,,,True,False,False,False,True,False,False,False,True,False,False,False
36,1,19.054999,72.8692035,,,,False,False,True,False,False,False,False,False,False,False,False,False
34,11,22.5726459,88.3638953,,,,False,False,False,False,False,True,False,False,False,False,True,True
10,4,19.054999,72.8692035,,,,False,False,True,False,False,False,False,False,True,False,False,True
65,3,22.7203616,75.8681996,,,,False,False,False,False,False,True,False,False,False,False,False,False
54,7,17.360589,78.4740613,,,,True,False,False,True,False,False,False,False,True,False,False,True
62,8,19.2396742,73.1366482,,,,True,False,False,False,False,False,False,False,True,False,False,True
70,1,17.360589,78.4740613,,,,True,False,False,False,False,False,False,True,True,False,False,True
11,17,18.5213738,73.8545071,,,,False,False,True,False,False,False,False,False,True,False,False,False
55,10,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,True,False,False,True
15,17,30.9090157,75.851601,,,,False,False,False,False,False,False,True,False,False,False,True,False
28,11,26.9154576,75.8189817,,,,True,False,False,False,True,False,False,False,True,False,False,False
64,10,29.0018557,77.7679671,,,,False,False,False,False,False,True,False,False,False,False,False,True
59,7,19.054999,72.8692035,,,,False,False,False,False,True,False,False,False,True,False,False,False
68,15,17.360589,78.4740613,,,,False,False,False,True,False,False,False,False,True,False,False,False
59,10,26.8381,80.9346001,,,,False,False,True,False,False,False,False,False,True,False,False,False
69,3,12.9767936,77.590082,,,,False,False,False,False,False,True,False,False,False,False,True,True
49,11,13.0836939,80.270186,,,,False,False,False,False,True,False,False,False,True,False,False,True
54,4,28.7749966,77.4586967,,,,True,False,False,False,False,True,False,False,True,False,False,False
37,12,18.5213738,73.8545071,,,,False,False,False,False,True,False,False,False,False,False,True,False
66,16,19.054999,72.8692035,,,,True,False,False,False,True,False,False,False,False,False,True,False
21,6,12.9767936,77.590082,,,,True,False,True,False,False,False,False,False,False,False,True,False
12,5,26.8381,80.9346001,,,,True,False,True,False,False,False,False,False,True,False,False,False
12,10,28.6328027,77.2197713,,,,False,False,False,True,False,False,False,False,False,False,False,False
71,1,13.0836939,80.270186,,,,True,False,False,False,False,False,True,False,False,True,False,True
39,15,26.8381,80.9346001,,,,False,False,True,False,False,False,False,False,True,False,False,True
74,4,17.360589,78.4740613,,,,False,False,False,False,True,False,False,False,False,False,True,False
20,18,21.2094892,72.8317058,,,,False,False,False,False,False,False,False,False,False,False,False,True
63,9,21.2094892,72.8317058,,,,True,False,False,False,False,True,False,False,False,False,True,False
11,3,19.054999,72.8692035,,,,True,False,False,False,True,False,False,False,False,False,True,False
22,8,17.360589,78.4740613,,,,False,False,False,True,False,False,False,False,False,False,True,True
78,18,18.5213738,73.8545071,,,,True,False,False,False,False,False,False,True,True,False,False,True
20,2,19.054999,72.8692035,,,,True,False,False,False,False,False,False,True,False,False,True,True
71,16,18.5213738,73.8545071,,,,False,False,False,False,False,False,False,True,False,False,True,False
35,8,22.5726459,88.3638953,,,,False,False,False,False,False,False,True,False,True,False,False,False
17,8,22.5726459,88.3638953,,,,False,False,False,False,False,True,False,False,True,False,False,False
65,6,19.054999,72.8692035,,,,False,False,False,False,False,False,False,True,False,False,True,False
35,5,22.5726459,88.3638953,,,,False,False,False,False,False,False,True,False,False,False,True,False
77,9,19.054999,72.8692035,,,,False,False,False,False,False,False,False,False,True,False,False,False
28,17,18.5213738,73.8545071,,,,False,False,False,True,False,False,False,False,False,True,False,True
20,13,19.1943294,72.9701779,,,,True,False,True,False,False,False,False,False,True,False,False,True
35,7,22.5726459,88.3638953,,,,True,False,False,False,True,False,False,False,False,False,True,True
19,15,22.7203616,75.8681996,,,,False,False,False,False,True,False,False,False,True,False,False,False
56,4,12.9767936,77.590082,,,,True,False,False,False,False,False,True,False,False,False,True,True
33,19,25.3356491,83.0076292,,,,False,False,False,False,False,True,False,False,False,False,True,False
15,18,23.0215374,72.5800568,,,,False,False,False,False,False,False,True,False,False,False,True,True
35,17,27.1752554,78.0098161,,,,False,False,False,False,False,False,False,False,False,False,True,True
48,12,23.2584857,77.401989,,,,False,False,False,False,True,False,False,False,False,False,True,True
44,5,20.0112475,73.7902364,,,,True,False,False,False,False,True,False,False,False,False,True,False
38,9,23.0215374,72.5800568,,,,True,False,False,False,False,True,False,False,True,False,False,False
41,18,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,False,False,False,False,True
77,9,19.054999,72.8692035,,,,False,False,False,False,True,False,False,False,True,False,False,False
33,17,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,True,False,False,False,False
28,16,26.9154576,75.8189817,,,,False,False,True,False,False,False,False,False,False,False,True,True
58,11,34.0747444,74.8204443,,,,False,False,False,False,False,False,False,True,False,False,True,False
33,9,19.2396742,73.1366482,,,,True,False,False,False,False,False,True,False,True,False,False,False
39,8,22.5726459,88.3638953,,,,True,False,False,False,False,False,True,False,True,False,False,False
46,4,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,True,False,False,False
35,7,17.6935526,83.2921297,,,,False,False,False,False,False,False,True,False,True,False,False,False
37,13,28.6328027,77.2197713,,,,False,False,False,False,False,False,True,False,True,False,False,False
17,14,12.9767936,77.590082,,,,True,False,False,False,True,False,False,False,False,False,True,True
74,3,13.0836939,80.270186,,,,False,False,False,False,False,False,True,False,True,False,False,True
36,14,21.2094892,72.8317058,,,,False,False,False,False,False,False,True,False,False,False,True,True
47,18,17.360589,78.4740613,,,,False,False,False,False,False,True,False,False,False,True,False,False
73,5,22.7203616,75.8681996,,,,False,False,False,False,False,True,False,False,True,False,False,True
61,16,23.0215374,72.5800568,,,,False,False,False,False,False,False,False,True,True,False,False,False
53,19,28.6328027,77.2197713,,,,False,False,False,True,False,False,False,False,False,False,True,False
68,18,17.360589,78.4740613,,,,True,False,False,False,False,False,False,False,False,False,False,True
64,15,21.1498134,79.0820556,,,,True,False,False,True,False,False,False,False,True,False,False,True
30,14,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,True,False,False,True
29,16,26.8381,80.9346001,,,,False,False,False,False,False,True,False,False,False,False,True,False
11,7,18.5213738,73.8545071,,,,False,False,True,False,False,False,False,False,True,False,False,True
44,2,19.054999,72.8692035,,,,False,False,False,False,True,False,False,False,True,False,False,False
63,19,13.0836939,80.270186,,,,False,False,False,True,False,False,False,False,True,False,False,False
51,9,22.5726459,88.3638953,,,,True,False,False,True,False,False,False,False,True,False,False,True
24,17,19.054999,72.8692035,,,,False,False,True,False,False,False,False,False,True,False,False,False
51,19,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,False,True,False,False,True
20,12,18.5213738,73.8545071,,,,True,False,False,False,False,False,True,False,False,False,True,False
58,8,17.360589,78.4740613,,,,False,False,False,False,False,True,False,False,True,False,False,False
20,18,21.2094892,72.8317058,,,,False,False,False,False,False,False,False,True,False,False,False,False
59,9,26.9154576,75.8189817,,,,True,False,False,False,False,False,False,True,True,False,False,True
27,9,20.0112475,73.7902364,,,,False,False,False,False,False,False,True,False,False,False,True,True
15,3,26.4609135,80.3217588,,,,False,False,False,True,False,False,False,False,True,False,False,False
12,8,22.5726459,88.3638953,,,,False,False,False,False,False,False,True,False,False,False,False,False
20,7,17.360589,78.4740613,,,,False,False,True,False,False,False,False,False,False,True,False,True
14,18,21.2094892,72.8317058,,,,False,False,False,False,False,False,False,False,True,False,False,True
23,12,18.5213738,73.8545071,,,,False,False,False,False,False,False,True,False,True,False,False,False
58,17,17.360589,78.4740613,,,,False,False,False,False,True,False,False,False,True,False,False,True
71,13,19.1943294,72.9701779,,,,False,False,False,False,False,False,False,True,False,False,True,False
66,12,19.054999,72.8692035,,,,False,False,False,False,False,False,True,False,False,False,True,False
55,8,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,False,True,False,False,False
54,5,26.8381,80.9346001,,,,True,False,False,False,False,False,False,False,True,False,False,False
37,13,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,True,False,False,False
57,18,28.7749966,77.4586967,,,,False,False,False,False,False,False,True,False,True,False,False,True
72,6,21.2094892,72.8317058,,,,False,False,False,False,True,False,False,False,True,False,False,False
54,15,26.9154576,75.8189817,,,,True,False,False,False,False,False,False,False,True,False,False,True
41,2,19.054999,72.8692035,,,,True,False,False,False,False,False,False,False,True,False,False,True
60,13,19.054999,72.8692035,,,,False,False,False,False,True,False,False,False,True,False,False,False
68,15,19.1943294,72.9701779,,,,False,False,False,False,False,False,True,False,True,False,False,True
67,10,19.054999,72.8692035,,,,False,False,True,False,False,False,False,False,True,False,False,True
39,19,18.5213738,73.8545071,,,,False,False,False,False,False,False,False,False,False,False,True,False
15,17,19.1943294,72.9701779,,,,True,False,False,False,False,True,False,False,True,False,False,False
64,2,17.360589,78.4740613,,,,False,False,False,False,False,True,False,False,False,False,True,True
50,16,28.6328027,77.2197713,,,,False,False,True,False,False,False,False,False,True,False,False,True
38,4,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,True,True,False,False,False
35,19,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,True,True,False,False,True
58,12,12.9767936,77.590082,,,,True,False,False,True,False,False,False,False,True,False,False,False
16,8,22.7203616,75.8681996,,,,False,False,False,False,False,True,False,False,False,False,True,True
66,3,28.6328027,77.2197713,,,,False,False,False,False,False,False,False,True,False,False,False,True
30,19,26.9154576,75.8189817,,,,True,False,False,False,False,True,False,False,True,False,False,False
19,17,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,True,True,False,False,False
53,19,13.0836939,80.270186,,,,False,False,False,False,False,True,False,False,True,False,False,False
21,4,22.5726459,88.3638953,,,,True,False,False,False,False,True,False,False,False,False,True,True
31,11,13.0836939,80.270186,,,,False,False,False,False,True,False,False,False,True,False,False,True
68,6,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,False,False,False,True,False
32,5,18.5213738,73.8545071,,,,False,False,False,True,False,False,False,False,True,False,False,True
23,10,23.0215374,72.5800568,,,,True,False,False,False,False,False,True,False,True,False,False,False
17,2,17.6935526,83.2921297,,,,True,False,False,False,False,False,False,False,False,False,True,True
70,17,30.9090157,75.851601,,,,False,False,False,False,True,False,False,False,False,False,True,True
54,6,12.9767936,77.590082,,,,True,False,True,False,False,False,False,False,False,False,False,False
70,2,12.9767936,77.590082,,,,True,False,True,False,False,False,False,False,True,False,False,True
34,9,27.1752554,78.0098161,,,,False,False,False,False,False,True,False,False,True,False,False,True
11,3,30.9090157,75.851601,,,,True,False,False,True,False,False,False,False,True,False,False,False
15,18,22.5726459,88.3638953,,,,False,False,True,False,False,False,False,False,True,False,False,True
14,5,17.6935526,83.2921297,,,,False,False,False,False,False,False,False,True,True,False,False,True
55,14,23.0215374,72.5800568,,,,True,False,False,False,True,False,False,False,False,False,True,True
44,19,21.2094892,72.8317058,,,,False,False,False,False,False,False,True,False,True,False,False,True
43,2,12.9767936,77.590082,,,,True,False,False,False,True,False,False,False,True,False,False,False
61,2,13.0836939,80.270186,,,,True,False,False,False,False,True,False,False,True,False,False,True
26,15,17.360589,78.4740613,,,,False,False,False,False,False,True,False,False,True,False,False,True
23,2,26.9154576,75.8189817,,,,True,False,False,False,False,False,True,False,True,False,False,False
54,9,19.1943294,72.9701779,,,,True,False,False,False,False,False,False,True,True,False,False,False
67,18,12.9767936,77.590082,,,,False,False,False,False,False,True,False,False,True,False,False,False
46,6,28.7749966,77.4586967,,,,True,False,False,False,False,False,False,True,False,False,True,False
43,19,18.5213738,73.8545071,,,,False,False,False,False,False,False,False,False,True,False,False,True
38,3,22.5726459,88.3638953,,,,False,False,False,False,False,False,True,False,False,False,True,True
71,19,28.6328027,77.2197713,,,,True,False,True,False,False,False,False,False,False,False,True,False
59,17,28.7749966,77.4586967,,,,True,False,False,False,True,False,False,False,False,False,False,False
56,19,28.6328027,77.2197713,,,,True,False,True,False,False,False,False,False,True,False,False,True
74,13,30.9090157,75.851601,,,,False,False,False,False,False,True,False,False,False,False,True,True
48,12,13.0836939,80.270186,,,,True,False,False,False,False,False,True,False,False,False,True,False
79,10,23.0215374,72.5800568,,,,False,False,False,False,True,False,False,False,False,False,False,True
41,15,26.8381,80.9346001,,,,False,False,False,False,False,False,False,False,False,False,False,False
21,6,26.8381,80.9346001,,,,False,False,False,False,False,False,False,False,True,False,False,True
44,9,22.5726459,88.3638953,,,,False,False,False,False,False,False,False,True,True,False,False,True
56,9,26.9154576,75.8189817,,,,True,False,False,False,False,False,False,False,True,False,False,True
57,17,19.1943294,72.9701779,,,,False,False,False,True,False,False,False,False,True,False,False,True
16,8,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,False,False,False,True,False
62,5,13.0836939,80.270186,,,,False,False,False,False,False,False,False,True,False,False,True,True
45,3,22.7203616,75.8681996,,,,False,False,False,True,False,False,False,False,True,False,False,True
32,18,25.6093239,85.1235252,,,,False,False,False,False,False,False,False,True,True,False,False,True
31,11,28.6328027,77.2197713,,,,False,True,False,True,False,False,False,False,True,False,False,True
53,10,22.5726459,88.3638953,,,,True,False,False,False,False,False,False,True,False,False,True,False
28,7,19.054999,72.8692035,,,,False,False,False,False,True,False,False,False,True,False,False,True
34,16,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,True,False,False,True
32,11,17.6935526,83.2921297,,,,False,True,True,False,False,False,False,False,False,False,True,True
44,2,19.054999,72.8692035,,,,True,False,False,False,False,False,False,False,True,False,False,True
68,1,28.6328027,77.2197713,,,,True,False,True,False,False,False,False,False,False,False,True,False
45,5,22.3053263,70.8028377,,,,False,False,False,False,False,False,False,True,True,False,False,False
52,12,12.9767936,77.590082,,,,False,True,False,False,False,False,False,False,True,False,False,True
17,9,25.6093239,85.1235252,,,,False,False,False,False,True,False,False,False,True,False,False,False
32,1,22.7203616,75.8681996,,,,True,False,False,False,True,False,False,False,True,False,False,False
25,2,23.2584857,77.401989,,,,False,True,False,True,False,False,False,False,True,False,False,False
26,16,22.5726459,88.3638953,,,,False,False,True,False,False,False,False,False,True,False,False,False
48,15,23.2584857,77.401989,,,,False,False,False,False,False,False,False,True,False,False,True,True
36,5,20.0112475,73.7902364,,,,False,True,False,False,False,False,False,True,False,False,False,True
14,18,13.0836939,80.270186,,,,True,False,False,True,False,False,False,False,False,False,True,False
35,2,17.360589,78.4740613,,,,False,True,False,False,True,False,False,False,False,False,True,False
33,17,12.9767936,77.590082,,,,True,False,False,False,False,False,False,False,False,False,True,False
18,4,17.360589,78.4740613,,,,False,True,False,True,False,False,False,False,True,False,False,True
58,14,17.360589,78.4740613,,,,True,False,True,False,False,False,False,False,True,False,False,True
42,7,13.0836939,80.270186,,,,False,True,False,False,True,False,False,False,True,False,False,True
70,5,23.0215374,72.5800568,,,,False,False,False,True,False,False,False,False,True,False,False,True
53,6,12.9767936,77.590082,,,,False,True,False,False,False,True,False,False,False,True,False,False
46,13,18.5213738,73.8545071,,,,True,False,False,False,True,False,False,False,True,False,False,True
63,13,12.9767936,77.590082,,,,False,False,False,False,False,False,False,False,True,False,False,True
20,3,23.2584857,77.401989,,,,False,False,False,True,False,False,False,False,True,False,False,True
69,9,17.6935526,83.2921297,,,,True,False,False,False,False,True,False,False,False,False,True,True
78,8,13.0836939,80.270186,,,,False,True,False,False,False,True,False,False,False,False,False,False
28,19,17.360589,78.4740613,,,,True,False,False,False,False,True,False,False,True,False,False,False
61,13,28.6328027,77.2197713,,,,False,True,False,True,False,False,False,False,False,False,True,False
74,17,26.4609135,80.3217588,,,,True,False,False,False,False,True,False,False,True,False,False,True
68,13,26.9154576,75.8189817,,,,False,True,False,False,False,False,False,False,False,False,True,False
18,14,12.9767936,77.590082,,,,True,False,True,False,False,False,False,False,False,False,True,True
69,16,34.0747444,74.8204443,,,,False,False,False,False,True,False,False,False,False,False,True,False
21,15,12.9767936,77.590082,,,,False,False,False,False,True,False,False,False,True,False,False,True
13,16,19.054999,72.8692035,,,,True,False,False,True,False,False,False,False,True,False,False,False
38,17,26.8381,80.9346001,,,,False,False,False,False,False,False,False,False,True,False,False,False
63,2,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,False,False,False,False,False
43,1,28.6328027,77.2197713,,,,True,False,False,False,False,False,False,True,True,False,False,True
16,1,17.360589,78.4740613,,,,False,False,False,False,False,False,False,True,False,False,True,True
18,17,21.2094892,72.8317058,,,,True,False,False,False,True,False,False,False,True,False,False,True
40,9,21.2094892,72.8317058,,,,True,False,False,False,False,True,False,False,True,False,False,True
36,12,17.360589,78.4740613,,,,False,False,False,False,False,False,False,False,True,False,False,True
30,7,28.7749966,77.4586967,,,,False,False,False,True,False,False,False,False,True,False,False,False
20,19,28.6328027,77.2197713,,,,False,False,False,True,False,False,False,False,True,False,False,True
40,6,17.360589,78.4740613,,,,False,False,False,False,False,True,False,False,True,False,False,False
